id,gene_short_name,num_cells_expressed,is_tf,tf_family
AT1G54680,AT1G54680,755,no,
AT1G54690,AT1G54690,5304,no,
AT1G54710,AT1G54710,5797,no,
AT1G54730,AT1G54730,1753,no,
AT1G54740,AT1G54740,2122,no,
AT1G54770,AT1G54770,4192,no,
AT1G54780,AT1G54780,716,no,
AT1G54790,AT1G54790,260,no,
AT1G54820,AT1G54820,351,no,
AT1G54830,AT1G54830,14009,yes,NF-YC
AT1G54840,AT1G54840,268,no,
AT1G54850,AT1G54850,1587,no,
AT1G54860,AT1G54860,37,no,
AT1G54870,AT1G54870,254,no,
AT1G54890,AT1G54890,2913,no,
AT1G54920,AT1G54920,5563,no,
AT1G54930,AT1G54930,22,no,
AT1G54940,AT1G54940,689,no,
AT1G54950,AT1G54950,29,no,
AT1G54960,AT1G54960,951,no,
AT1G54970,AT1G54970,2794,no,
AT1G54990,AT1G54990,7901,no,
AT1G55000,AT1G55000,5597,no,
AT1G55020,AT1G55020,2423,no,
AT1G55040,AT1G55040,537,no,
AT1G55050,AT1G55050,99,no,
AT1G55080,AT1G55080,4739,no,
AT1G55090,AT1G55090,4359,no,
AT1G55110,AT1G55110,1249,yes,C2H2
AT1G55120,AT1G55120,586,no,
AT1G55130,AT1G55130,2897,no,
AT1G55140,AT1G55140,2257,no,
AT1G55150,AT1G55150,3852,no,
AT1G55160,AT1G55160,11984,no,
AT1G55152,AT1G55152,5450,no,
AT1G55170,AT1G55170,3707,no,
AT1G55180,AT1G55180,35,no,
AT1G55190,AT1G55190,10742,no,
AT1G55200,AT1G55200,70,no,
AT1G55205,AT1G55205,2919,no,
AT1G55210,AT1G55210,11957,no,
AT1G55230,AT1G55230,196,no,
AT1G55250,AT1G55250,1809,no,
AT1G55265,AT1G55265,2488,no,
AT1G55270,AT1G55270,2296,no,
AT1G55280,AT1G55280,1929,no,
AT1G55290,AT1G55290,1231,no,
AT1G55300,AT1G55300,8708,no,
AT1G55310,AT1G55310,10492,no,
AT1G55320,AT1G55320,2591,no,
AT1G55325,AT1G55325,1955,no,
AT1G55330,AT1G55330,17897,no,
AT1G55340,AT1G55340,7352,no,
AT1G55350,AT1G55350,2302,no,
AT1G55360,AT1G55360,4382,no,
AT1G55365,AT1G55365,845,no,
AT1G55380,AT1G55380,147,no,
AT1G55390,AT1G55390,840,no,
AT1G55420,AT1G55420,575,no,
AT1G55430,AT1G55430,1145,no,
AT1G55440,AT1G55440,160,no,
AT1G55450,AT1G55450,3187,no,
AT1G55460,AT1G55460,4424,no,
AT1G55475,AT1G55475,995,no,
AT1G55480,AT1G55480,527,no,
AT1G55490,AT1G55490,1826,no,
AT1G55500,AT1G55500,6737,no,
AT1G55510,AT1G55510,2949,no,
AT1G55520,AT1G55520,11537,no,
AT1G55530,AT1G55530,14457,no,
AT1G55535,AT1G55535,6447,no,
AT1G55540,AT1G55540,741,no,
AT1G55580,AT1G55580,357,yes,GRAS
AT1G55590,AT1G55590,4341,no,
AT1G55600,AT1G55600,88,yes,WRKY
AT1G55610,AT1G55610,118,no,
AT1G55620,AT1G55620,4527,no,
AT1G55630,AT1G55630,877,no,
AT1G55640,AT1G55640,565,no,
AT1G55670,AT1G55670,293,no,
AT1G55675,AT1G55675,2815,no,
AT1G55680,AT1G55680,11370,no,
AT1G55690,AT1G55690,4328,no,
AT1G55720,AT1G55720,13,no,
AT1G55730,AT1G55730,6972,no,
AT1G55740,AT1G55740,1759,no,
AT1G55750,AT1G55750,2589,no,
AT1G55760,AT1G55760,745,no,
AT1G55800,AT1G55800,86,no,
AT1G55805,AT1G55805,6397,no,
AT1G55810,AT1G55810,3723,no,
AT1G55820,AT1G55820,2218,no,
AT1G55830,AT1G55830,4808,no,
AT1G55840,AT1G55840,14925,no,
AT1G55850,AT1G55850,11310,no,
AT1G55860,AT1G55860,2854,no,
AT1G55870,AT1G55870,1490,no,
AT1G55880,AT1G55880,3958,no,
AT1G55890,AT1G55890,4235,no,
AT1G55900,AT1G55900,3347,no,
AT1G55910,AT1G55910,303,no,
AT1G55915,AT1G55915,1069,no,
AT1G55920,AT1G55920,19241,no,
AT1G55930,AT1G55930,708,no,
AT1G55960,AT1G55960,2579,no,
AT1G55970,AT1G55970,91,no,
AT1G56000,AT1G56000,2337,no,
AT1G56010,AT1G56010,1224,yes,NAC
AT1G56020,AT1G56020,3315,no,
AT1G56045,AT1G56045,16110,no,
AT1G56050,AT1G56050,1168,no,
AT1G56060,AT1G56060,3095,no,
AT1G56070,AT1G56070,19982,no,
AT1G56080,AT1G56080,7178,no,
AT1G56090,AT1G56090,5804,no,
AT1G56110,AT1G56110,4077,no,
AT1G56120,AT1G56120,83,no,
AT1G56130,AT1G56130,217,no,
AT1G56140,AT1G56140,6167,no,
AT1G56145,AT1G56145,3486,no,
AT1G56150,AT1G56150,82,no,
AT1G56170,AT1G56170,2790,yes,NF-YC
AT1G56180,AT1G56180,2491,no,
AT1G56190,AT1G56190,8898,no,
AT1G56200,AT1G56200,13944,no,
AT1G56210,AT1G56210,2271,no,
AT1G56220,AT1G56220,13486,no,
AT1G56230,AT1G56230,3558,no,
AT1G56233,AT1G56233,15,no,
AT1G56240,AT1G56240,675,no,
AT1G56250,AT1G56250,392,no,
AT1G56260,AT1G56260,1303,no,
AT1G56280,AT1G56280,21134,no,
AT1G56290,AT1G56290,5966,no,
AT1G56300,AT1G56300,9357,no,
AT1G56310,AT1G56310,849,no,
AT1G56320,AT1G56320,484,no,
AT1G56330,AT1G56330,20099,no,
AT1G56340,AT1G56340,16002,no,
AT1G56345,AT1G56345,1188,no,
AT1G56350,AT1G56350,1455,no,
AT1G56420,AT1G56420,3767,no,
AT1G56423,AT1G56423,6380,no,
AT1G56430,AT1G56430,125,no,
AT1G56440,AT1G56440,2650,no,
AT1G56450,AT1G56450,15937,no,
AT1G56460,AT1G56460,3738,no,
AT1G56500,AT1G56500,356,no,
AT1G56540,AT1G56540,253,no,
AT1G56550,AT1G56550,4885,no,
AT1G56555,AT1G56555,65,no,
AT1G56560,AT1G56560,3428,no,
AT1G56580,AT1G56580,9093,no,
AT1G56590,AT1G56590,7832,no,
AT1G56600,AT1G56600,4950,no,
AT1G56610,AT1G56610,1185,no,
AT1G56630,AT1G56630,4676,no,
AT1G56650,AT1G56650,9,yes,MYB
AT1G56660,AT1G56660,13127,no,
AT1G56670,AT1G56670,643,no,
AT1G56680,AT1G56680,1670,no,
AT1G56690,AT1G56690,159,no,
AT1G56700,AT1G56700,15286,no,
AT1G56720,AT1G56720,4311,no,
AT1G57540,AT1G57540,6771,no,
AT1G57560,AT1G57560,3873,yes,MYB
AT1G57570,AT1G57570,394,no,
AT1G57590,AT1G57590,1849,no,
AT1G57600,AT1G57600,3222,no,
AT1G57610,AT1G57610,4248,no,
AT1G57620,AT1G57620,8978,no,
AT1G57630,AT1G57630,352,no,
AT1G57660,AT1G57660,14792,no,
AT1G57670,AT1G57670,53,no,
AT1G57680,AT1G57680,14360,no,
AT1G57700,AT1G57700,2443,no,
AT1G57720,AT1G57720,16592,no,
AT1G57765,AT1G57765,12088,no,
AT1G57770,AT1G57770,87,no,
AT1G57820,AT1G57820,2568,no,
AT1G57860,AT1G57860,10296,no,
AT1G57870,AT1G57870,2945,no,
AT1G57990,AT1G57990,10567,no,
AT1G58007,AT1G58007,376,no,
AT1G58025,AT1G58025,3665,no,
AT1G58030,AT1G58030,6979,no,
AT1G58037,AT1G58037,1207,no,
AT1G58060,AT1G58060,2454,no,
AT1G58070,AT1G58070,477,no,
AT1G58080,AT1G58080,10818,no,
AT1G58100,AT1G58100,8305,yes,TCP
AT1G58110,AT1G58110,8248,yes,bZIP
AT1G58150,AT1G58150,515,no,
AT1G58160,AT1G58160,1619,no,
AT1G58170,AT1G58170,242,no,
AT1G58180,AT1G58180,6233,no,
AT1G58200,AT1G58200,5377,no,
AT1G58210,AT1G58210,937,no,
AT1G58220,AT1G58220,1519,yes,MYB_related
AT1G58225,AT1G58225,73,no,
AT1G58230,AT1G58230,2714,no,
AT1G58235,AT1G58235,10735,no,
AT1G58250,AT1G58250,2058,no,
AT1G58270,AT1G58270,15737,no,
AT1G58280,AT1G58280,7943,no,
AT1G58290,AT1G58290,11204,no,
AT1G58320,AT1G58320,299,no,
AT1G58340,AT1G58340,4143,no,
AT1G58350,AT1G58350,2099,no,
AT1G58360,AT1G58360,3804,no,
AT1G58370,AT1G58370,209,no,
AT1G58380,AT1G58380,7171,no,
AT1G58400,AT1G58400,817,no,
AT1G58410,AT1G58410,645,no,
AT1G58420,AT1G58420,924,no,
AT1G58430,AT1G58430,16,no,
AT1G58440,AT1G58440,8017,no,
AT1G58470,AT1G58470,3420,no,
AT1G58520,AT1G58520,4263,no,
AT1G58602,AT1G58602,90,no,
AT1G59510,AT1G59510,1373,no,
AT1G59520,AT1G59520,6186,no,
AT1G59540,AT1G59540,455,no,
AT1G59560,AT1G59560,1267,no,
AT1G59580,AT1G59580,11517,no,
AT1G59590,AT1G59590,8962,no,
AT1G59600,AT1G59600,4066,no,
AT1G59610,AT1G59610,13543,no,
AT1G59620,AT1G59620,55,no,
AT1G59630,AT1G59630,15,no,
AT1G59640,AT1G59640,1788,yes,bHLH
AT1G59650,AT1G59650,7915,no,
AT1G59700,AT1G59700,903,no,
AT1G59710,AT1G59710,6399,no,
AT1G59720,AT1G59720,17,no,
AT1G59725,AT1G59725,833,no,
AT1G59730,AT1G59730,799,no,
AT1G59740,AT1G59740,568,no,
AT1G59750,AT1G59750,3860,yes,ARF
AT1G59760,AT1G59760,2964,no,
AT1G59780,AT1G59780,893,no,
AT1G59820,AT1G59820,4304,no,
AT1G59830,AT1G59830,6192,no,
AT1G59840,AT1G59840,314,no,
AT1G59850,AT1G59850,480,no,
AT1G59860,AT1G59860,5889,no,
AT1G59865,AT1G59865,111,no,
AT1G59870,AT1G59870,16021,no,
AT1G59890,AT1G59890,3033,no,
AT1G59900,AT1G59900,10344,no,
AT1G59910,AT1G59910,6385,no,
AT1G59940,AT1G59940,8017,no,
AT1G59950,AT1G59950,61,no,
AT1G59960,AT1G59960,7350,no,
AT1G59970,AT1G59970,3768,no,
AT1G59980,AT1G59980,1135,no,
AT1G59990,AT1G59990,918,no,
AT1G60000,AT1G60000,285,no,
AT1G60010,AT1G60010,7408,no,
AT1G60030,AT1G60030,415,no,
AT1G60050,AT1G60050,1003,no,
AT1G60060,AT1G60060,45,no,
AT1G60070,AT1G60070,9390,no,
AT1G60080,AT1G60080,2486,no,
AT1G60095,AT1G60095,24,no,
AT1G60110,AT1G60110,79,no,
AT1G60130,AT1G60130,1144,no,
AT1G60140,AT1G60140,6988,no,
AT1G60160,AT1G60160,106,no,
AT1G60170,AT1G60170,10224,no,
AT1G60190,AT1G60190,5962,no,
AT1G60200,AT1G60200,5670,no,
AT1G60220,AT1G60220,3377,no,
AT1G60230,AT1G60230,1106,no,
AT1G60270,AT1G60270,295,no,
AT1G60380,AT1G60380,10,yes,NAC
AT1G60390,AT1G60390,1567,no,
AT1G60420,AT1G60420,7355,no,
AT1G60430,AT1G60430,6537,no,
AT1G60440,AT1G60440,6591,no,
AT1G60470,AT1G60470,914,no,
AT1G60490,AT1G60490,5026,no,
AT1G60550,AT1G60550,1062,no,
AT1G60560,AT1G60560,984,no,
AT1G60600,AT1G60600,128,no,
AT1G60610,AT1G60610,2117,no,
AT1G60620,AT1G60620,1785,no,
AT1G60630,AT1G60630,117,no,
AT1G60640,AT1G60640,2824,no,
AT1G60650,AT1G60650,3401,no,
AT1G60660,AT1G60660,5081,no,
AT1G60670,AT1G60670,4015,no,
AT1G60680,AT1G60680,1684,no,
AT1G60690,AT1G60690,602,no,
AT1G60700,AT1G60700,732,no,
AT1G60710,AT1G60710,11169,no,
AT1G60720,AT1G60720,45,no,
AT1G60730,AT1G60730,12363,no,
AT1G60740,AT1G60740,1599,no,
AT1G60750,AT1G60750,3624,no,
AT1G60760,AT1G60760,85,no,
AT1G60770,AT1G60770,3637,no,
AT1G60780,AT1G60780,15003,no,
AT1G60790,AT1G60790,2360,no,
AT1G60800,AT1G60800,2739,no,
AT1G60810,AT1G60810,12938,no,
AT1G60850,AT1G60850,2980,no,
AT1G60860,AT1G60860,2389,no,
AT1G60870,AT1G60870,609,no,
AT1G60890,AT1G60890,2258,no,
AT1G60900,AT1G60900,5011,no,
AT1G60920,AT1G60920,12,yes,M-type_MADS
AT1G60940,AT1G60940,14519,no,
AT1G60950,AT1G60950,4618,no,
AT1G60960,AT1G60960,4123,no,
AT1G60970,AT1G60970,128,no,
AT1G60990,AT1G60990,710,no,
AT1G60989,AT1G60989,2848,no,
AT1G60995,AT1G60995,4019,no,
AT1G61000,AT1G61000,1391,no,
AT1G61010,AT1G61010,2633,no,
AT1G61030,AT1G61030,2221,no,
AT1G61040,AT1G61040,6619,no,
AT1G61050,AT1G61050,390,no,
AT1G61065,AT1G61065,2058,no,
AT1G61080,AT1G61080,105,no,
AT1G61097,AT1G61097,10,no,
AT1G61100,AT1G61100,11045,no,
AT1G61130,AT1G61130,27,no,
AT1G61140,AT1G61140,6275,no,
AT1G61150,AT1G61150,10261,no,
AT1G61170,AT1G61170,2617,no,
AT1G61180,AT1G61180,1439,no,
AT1G61190,AT1G61190,116,no,
AT1G61210,AT1G61210,3112,no,
AT1G61215,AT1G61215,1344,no,
AT1G61230,AT1G61230,115,no,
AT1G61240,AT1G61240,3112,no,
AT1G61250,AT1G61250,18645,no,
AT1G61255,AT1G61255,199,no,
AT1G61260,AT1G61260,2976,no,
AT1G61280,AT1G61280,2089,no,
AT1G61290,AT1G61290,580,no,
AT1G61310,AT1G61310,962,no,
AT1G61350,AT1G61350,2674,no,
AT1G61360,AT1G61360,3203,no,
AT1G61370,AT1G61370,2115,no,
AT1G61380,AT1G61380,1840,no,
AT1G61390,AT1G61390,50,no,
AT1G61400,AT1G61400,184,no,
AT1G61410,AT1G61410,474,no,
AT1G61415,AT1G61415,119,no,
AT1G61420,AT1G61420,365,no,
AT1G61430,AT1G61430,582,no,
AT1G61440,AT1G61440,130,no,
AT1G61450,AT1G61450,536,no,
AT1G61460,AT1G61460,193,no,
AT1G61470,AT1G61470,1958,no,
AT1G61480,AT1G61480,13,no,
AT1G61490,AT1G61490,195,no,
AT1G61500,AT1G61500,1344,no,
AT1G61520,AT1G61520,419,no,
AT1G61550,AT1G61550,173,no,
AT1G61560,AT1G61560,1817,no,
AT1G61570,AT1G61570,7611,no,
AT1G61580,AT1G61580,5439,no,
AT1G61590,AT1G61590,2568,no,
AT1G61620,AT1G61620,10011,no,
AT1G61640,AT1G61640,2342,no,
AT1G61660,AT1G61660,1920,yes,bHLH
AT1G61667,AT1G61667,2453,no,
AT1G61670,AT1G61670,6052,no,
AT1G61690,AT1G61690,5733,no,
AT1G61730,AT1G61730,8351,yes,GeBP
AT1G61740,AT1G61740,7709,no,
AT1G61750,AT1G61750,117,no,
AT1G61770,AT1G61770,11209,no,
AT1G61780,AT1G61780,15943,no,
AT1G61790,AT1G61790,14452,no,
AT1G61795,AT1G61795,4515,no,
AT1G61800,AT1G61800,35,no,
AT1G61810,AT1G61810,195,no,
AT1G61820,AT1G61820,5438,no,
AT1G61840,AT1G61840,821,no,
AT1G61850,AT1G61850,3265,no,
AT1G61860,AT1G61860,2484,no,
AT1G61870,AT1G61870,3558,no,
AT1G61890,AT1G61890,17647,no,
AT1G61900,AT1G61900,5294,no,
AT1G61920,AT1G61920,273,no,
AT1G61930,AT1G61930,1085,no,
AT1G61950,AT1G61950,385,no,
AT1G61960,AT1G61960,655,no,
AT1G61970,AT1G61970,444,no,
AT1G61980,AT1G61980,1355,no,
AT1G61990,AT1G61990,2332,no,
AT1G62000,AT1G62000,115,no,
AT1G62010,AT1G62010,584,no,
AT1G62020,AT1G62020,8650,no,
AT1G62040,AT1G62040,13636,no,
AT1G62045,AT1G62045,8951,no,
AT1G62050,AT1G62050,875,no,
AT1G62085,AT1G62085,915,no,
AT1G62110,AT1G62110,891,no,
AT1G62120,AT1G62120,602,no,
AT1G62130,AT1G62130,305,no,
AT1G62150,AT1G62150,837,no,
AT1G62170,AT1G62170,30,no,
AT1G62190,AT1G62190,934,no,
AT1G62200,AT1G62200,2939,no,
AT1G62250,AT1G62250,1056,no,
AT1G62290,AT1G62290,835,no,
AT1G62300,AT1G62300,15760,yes,WRKY
AT1G62305,AT1G62305,5187,no,
AT1G62310,AT1G62310,963,no,
AT1G62320,AT1G62320,1842,no,
AT1G62330,AT1G62330,4432,no,
AT1G62333,AT1G62333,183,no,
AT1G62350,AT1G62350,133,no,
AT1G62370,AT1G62370,5859,no,
AT1G62380,AT1G62380,6523,no,
AT1G62390,AT1G62390,6458,no,
AT1G62422,AT1G62422,8015,no,
AT1G62430,AT1G62430,6038,no,
AT1G62440,AT1G62440,2132,no,
AT1G62450,AT1G62450,26,no,
AT1G62480,AT1G62480,18730,no,
AT1G62500,AT1G62500,194,no,
AT1G62510,AT1G62510,1269,no,
AT1G62530,AT1G62530,39,no,
AT1G62560,AT1G62560,58,no,
AT1G62570,AT1G62570,20291,no,
AT1G62580,AT1G62580,287,no,
AT1G62600,AT1G62600,6951,no,
AT1G62610,AT1G62610,2807,no,
AT1G62620,AT1G62620,552,no,
AT1G62640,AT1G62640,8232,no,
AT1G62660,AT1G62660,15445,no,
AT1G62680,AT1G62680,632,no,
AT1G62700,AT1G62700,224,yes,NAC
AT1G62710,AT1G62710,1255,no,
AT1G62730,AT1G62730,3598,no,
AT1G62740,AT1G62740,8165,no,
AT1G62750,AT1G62750,1173,no,
AT1G62770,AT1G62770,1029,no,
AT1G62780,AT1G62780,358,no,
AT1G62790,AT1G62790,15608,no,
AT1G62800,AT1G62800,10401,no,
AT1G62810,AT1G62810,3291,no,
AT1G62820,AT1G62820,9764,no,
AT1G62830,AT1G62830,1153,no,
AT1G62840,AT1G62840,6560,no,
AT1G62850,AT1G62850,3988,no,
AT1G62870,AT1G62870,230,no,
AT1G62880,AT1G62880,4094,no,
AT1G62914,AT1G62914,27,no,
AT1G62930,AT1G62930,426,no,
AT1G62935,AT1G62935,200,no,
AT1G62950,AT1G62950,889,no,
AT1G62960,AT1G62960,1653,no,
AT1G62970,AT1G62970,1012,no,
AT1G62975,AT1G62975,5719,yes,bHLH
AT1G62980,AT1G62980,4206,no,
AT1G62981,AT1G62981,522,no,
AT1G62990,AT1G62990,5055,yes,TALE
AT1G63000,AT1G63000,21951,no,
AT1G63010,AT1G63010,12546,no,
AT1G63020,AT1G63020,369,no,
AT1G63050,AT1G63050,4392,no,
AT1G63070,AT1G63070,16,no,
AT1G63080,AT1G63080,185,no,
AT1G63100,AT1G63100,323,yes,GRAS
AT1G63110,AT1G63110,8973,no,
AT1G63120,AT1G63120,2219,no,
AT1G63130,AT1G63130,234,no,
AT1G63150,AT1G63150,40,no,
AT1G63160,AT1G63160,1780,no,
AT1G63170,AT1G63170,7079,no,
AT1G63180,AT1G63180,3428,no,
AT1G63220,AT1G63220,16136,no,
AT1G63230,AT1G63230,1042,no,
AT1G63240,AT1G63240,240,no,
AT1G63245,AT1G63245,3338,no,
AT1G63250,AT1G63250,448,no,
AT1G63260,AT1G63260,1656,no,
AT1G63270,AT1G63270,2999,no,
AT1G63290,AT1G63290,11455,no,
AT1G63300,AT1G63300,970,no,
AT1G63310,AT1G63310,435,no,
AT1G63350,AT1G63350,33,no,
AT1G63370,AT1G63370,124,no,
AT1G63390,AT1G63390,45,no,
AT1G63410,AT1G63410,575,no,
AT1G63420,AT1G63420,2560,no,
AT1G63430,AT1G63430,4341,no,
AT1G63440,AT1G63440,1963,no,
AT1G63450,AT1G63450,2521,no,
AT1G63460,AT1G63460,16792,no,
AT1G63470,AT1G63470,2669,no,
AT1G63480,AT1G63480,2782,no,
AT1G63490,AT1G63490,2553,no,
AT1G63500,AT1G63500,12093,no,
AT1G63520,AT1G63520,405,no,
AT1G63530,AT1G63530,2061,no,
AT1G63580,AT1G63580,985,no,
AT1G63590,AT1G63590,17,no,
AT1G63600,AT1G63600,356,no,
AT1G63610,AT1G63610,1884,no,
AT1G63640,AT1G63640,3043,no,
AT1G63650,AT1G63650,1251,yes,bHLH
AT1G63660,AT1G63660,3393,no,
AT1G63670,AT1G63670,986,no,
AT1G63680,AT1G63680,770,no,
AT1G63690,AT1G63690,8224,no,
AT1G63700,AT1G63700,4324,no,
AT1G63720,AT1G63720,4324,no,
AT1G63730,AT1G63730,172,no,
AT1G63740,AT1G63740,822,no,
AT1G63750,AT1G63750,532,no,
AT1G63770,AT1G63770,10070,no,
AT1G63780,AT1G63780,3702,no,
AT1G63800,AT1G63800,3999,no,
AT1G63810,AT1G63810,1029,no,
AT1G63820,AT1G63820,781,no,
AT1G63830,AT1G63830,12234,no,
AT1G63840,AT1G63840,19445,no,
AT1G63850,AT1G63850,1411,no,
AT1G63855,AT1G63855,1167,no,
AT1G63860,AT1G63860,177,no,
AT1G63900,AT1G63900,3981,no,
AT1G63930,AT1G63930,2656,no,
AT1G63940,AT1G63940,16198,no,
AT1G63950,AT1G63950,18,no,
AT1G63970,AT1G63970,3990,no,
AT1G63980,AT1G63980,8178,no,
AT1G63990,AT1G63990,122,no,
AT1G64040,AT1G64040,14141,no,
AT1G64050,AT1G64050,3427,no,
AT1G64060,AT1G64060,10771,no,
AT1G64065,AT1G64065,2862,no,
AT1G64080,AT1G64080,805,no,
AT1G64090,AT1G64090,18124,no,
AT1G64100,AT1G64100,25,yes,NAC
AT1G64105,AT1G64105,1890,yes,NAC
AT1G64110,AT1G64110,1832,no,
AT1G64150,AT1G64150,194,no,
AT1G64170,AT1G64170,103,no,
AT1G64180,AT1G64180,361,no,
AT1G64185,AT1G64185,1558,no,
AT1G64190,AT1G64190,11119,no,
AT1G64195,AT1G64195,832,no,
AT1G64200,AT1G64200,13237,no,
AT1G64210,AT1G64210,223,no,
AT1G64220,AT1G64220,1413,no,
AT1G64230,AT1G64230,23694,no,
AT1G64280,AT1G64280,6437,no,
AT1G64290,AT1G64290,135,no,
AT1G64295,AT1G64295,63,no,
AT1G64300,AT1G64300,939,no,
AT1G64310,AT1G64310,10,no,
AT1G64320,AT1G64320,134,no,
AT1G64330,AT1G64330,8897,no,
AT1G64350,AT1G64350,5420,no,
AT1G64355,AT1G64355,859,no,
AT1G64370,AT1G64370,22,no,
AT1G64380,AT1G64380,1212,yes,ERF
AT1G64385,AT1G64385,3237,no,
AT1G64390,AT1G64390,10258,no,
AT1G64400,AT1G64400,645,no,
AT1G64430,AT1G64430,926,no,
AT1G64440,AT1G64440,10232,no,
AT1G64450,AT1G64450,576,no,
AT1G64480,AT1G64480,354,no,
AT1G64490,AT1G64490,3944,no,
AT1G64500,AT1G64500,75,no,
AT1G64510,AT1G64510,2414,no,
AT1G64520,AT1G64520,18930,no,
AT1G64530,AT1G64530,5805,yes,Nin-like
AT1G64540,AT1G64540,25,no,
AT1G64550,AT1G64550,5669,no,
AT1G64561,AT1G64561,50,no,
AT1G64570,AT1G64570,288,no,
AT1G64580,AT1G64580,1510,no,
AT1G64583,AT1G64583,166,no,
AT1G64590,AT1G64590,275,no,
AT1G64600,AT1G64600,933,no,
AT1G64610,AT1G64610,1121,no,
AT1G64620,AT1G64620,873,yes,Dof
AT1G64625,AT1G64625,23,no,
AT1G64640,AT1G64640,7430,no,
AT1G64650,AT1G64650,9242,no,
AT1G64660,AT1G64660,3848,no,
AT1G64670,AT1G64670,104,no,
AT1G64690,AT1G64690,842,no,
AT1G64700,AT1G64700,2842,no,
AT1G64720,AT1G64720,9584,no,
AT1G64740,AT1G64740,3804,no,
AT1G64750,AT1G64750,19415,no,
AT1G64760,AT1G64760,1456,no,
AT1G64790,AT1G64790,3438,no,
AT1G64810,AT1G64810,1131,no,
AT1G64820,AT1G64820,63,no,
AT1G64840,AT1G64840,2768,no,
AT1G64850,AT1G64850,10573,no,
AT1G64860,AT1G64860,1308,no,
AT1G64880,AT1G64880,4995,no,
AT1G64890,AT1G64890,2050,no,
AT1G64900,AT1G64900,731,no,
AT1G64910,AT1G64910,731,no,
AT1G64920,AT1G64920,2542,no,
AT1G64940,AT1G64940,1989,no,
AT1G64960,AT1G64960,579,no,
AT1G64970,AT1G64970,934,no,
AT1G64980,AT1G64980,10990,no,
AT1G64990,AT1G64990,8256,no,
AT1G65000,AT1G65000,4725,no,
AT1G65010,AT1G65010,9235,no,
AT1G65020,AT1G65020,7360,no,
AT1G65030,AT1G65030,3362,no,
AT1G65032,AT1G65032,3060,no,
AT1G65040,AT1G65040,6393,no,
AT1G65060,AT1G65060,1117,no,
AT1G65070,AT1G65070,583,no,
AT1G65080,AT1G65080,403,no,
AT1G65110,AT1G65110,20,no,
AT1G65120,AT1G65120,62,no,
AT1G65130,AT1G65130,51,no,
AT1G65150,AT1G65150,82,no,
AT1G65180,AT1G65180,1621,no,
AT1G65190,AT1G65190,486,no,
AT1G65220,AT1G65220,14914,no,
AT1G65230,AT1G65230,322,no,
AT1G65240,AT1G65240,19,no,
AT1G65250,AT1G65250,218,no,
AT1G65260,AT1G65260,5832,no,
AT1G65270,AT1G65270,10569,no,
AT1G65280,AT1G65280,4695,no,
AT1G65290,AT1G65290,21274,no,
AT1G65295,AT1G65295,4179,no,
AT1G65310,AT1G65310,5648,no,
AT1G65320,AT1G65320,3182,no,
AT1G65330,AT1G65330,191,yes,M-type_MADS
AT1G65370,AT1G65370,814,no,
AT1G65380,AT1G65380,345,no,
AT1G65390,AT1G65390,68,no,
AT1G65410,AT1G65410,2111,no,
AT1G65420,AT1G65420,1186,no,
AT1G65430,AT1G65430,6790,no,
AT1G65440,AT1G65440,6958,no,
AT1G65470,AT1G65470,1937,no,
AT1G65481,AT1G65481,349,no,
AT1G65483,AT1G65483,93,no,
AT1G65510,AT1G65510,5023,no,
AT1G65520,AT1G65520,6611,no,
AT1G65540,AT1G65540,5060,no,
AT1G65560,AT1G65560,1367,no,
AT1G65570,AT1G65570,810,no,
AT1G65580,AT1G65580,5208,no,
AT1G65590,AT1G65590,8119,no,
AT1G65610,AT1G65610,5328,no,
AT1G65620,AT1G65620,1027,yes,LBD
AT1G65650,AT1G65650,7015,no,
AT1G65660,AT1G65660,8231,no,
AT1G65690,AT1G65690,2977,no,
AT1G65700,AT1G65700,7077,no,
AT1G65710,AT1G65710,277,no,
AT1G65720,AT1G65720,21603,no,
AT1G65730,AT1G65730,3484,no,
AT1G65820,AT1G65820,22603,no,
AT1G65840,AT1G65840,16383,no,
AT1G65845,AT1G65845,5023,no,
AT1G65850,AT1G65850,344,no,
AT1G65860,AT1G65860,30,no,
AT1G65890,AT1G65890,1971,no,
AT1G65900,AT1G65900,1111,no,
AT1G65910,AT1G65910,58,yes,NAC
AT1G65920,AT1G65920,1588,no,
AT1G65930,AT1G65930,23886,no,
AT1G65950,AT1G65950,1598,no,
AT1G65960,AT1G65960,11381,no,
AT1G65970,AT1G65970,1583,no,
AT1G65980,AT1G65980,23493,no,
AT1G65985,AT1G65985,4772,no,
AT1G66020,AT1G66020,368,no,
AT1G66030,AT1G66030,190,no,
AT1G66040,AT1G66040,191,no,
AT1G66050,AT1G66050,3616,no,
AT1G66060,AT1G66060,164,no,
AT1G66070,AT1G66070,9472,no,
AT1G66080,AT1G66080,3163,no,
AT1G66090,AT1G66090,1377,no,
AT1G66140,AT1G66140,512,yes,C2H2
AT1G66150,AT1G66150,9113,no,
AT1G66170,AT1G66170,27,no,
AT1G66180,AT1G66180,2860,no,
AT1G66190,AT1G66190,1955,no,
AT1G66200,AT1G66200,7776,no,
AT1G66230,AT1G66230,2755,yes,MYB
AT1G66235,AT1G66235,135,no,
AT1G66240,AT1G66240,22786,no,
AT1G66250,AT1G66250,964,no,
AT1G66260,AT1G66260,18041,no,
AT1G66270,AT1G66270,15871,no,
