id,gene_short_name,num_cells_expressed,is_tf,tf_family
AT5G48300,AT5G48300,3921,no,
AT5G48310,AT5G48310,345,no,
AT5G48320,AT5G48320,299,no,
AT5G48330,AT5G48330,1901,no,
AT5G48335,AT5G48335,11438,no,
AT5G48340,AT5G48340,2998,no,
AT5G48350,AT5G48350,102,no,
AT5G48360,AT5G48360,936,no,
AT5G48370,AT5G48370,3386,no,
AT5G48375,AT5G48375,16,no,
AT5G48380,AT5G48380,7516,no,
AT5G48385,AT5G48385,11238,no,
AT5G48390,AT5G48390,340,no,
AT5G48400,AT5G48400,276,no,
AT5G48410,AT5G48410,162,no,
AT5G48430,AT5G48430,504,no,
AT5G48440,AT5G48440,4780,no,
AT5G48450,AT5G48450,1472,no,
AT5G48460,AT5G48460,2308,no,
AT5G48470,AT5G48470,601,no,
AT5G48480,AT5G48480,3165,no,
AT5G48500,AT5G48500,3865,no,
AT5G48520,AT5G48520,4002,no,
AT5G48530,AT5G48530,4728,no,
AT5G48540,AT5G48540,8623,no,
AT5G48545,AT5G48545,4929,no,
AT5G48560,AT5G48560,12686,yes,bHLH
AT5G48570,AT5G48570,6217,no,
AT5G48575,AT5G48575,95,no,
AT5G48580,AT5G48580,14449,no,
AT5G48590,AT5G48590,1622,no,
AT5G48600,AT5G48600,2111,no,
AT5G48610,AT5G48610,7849,no,
AT5G48620,AT5G48620,1812,no,
AT5G48630,AT5G48630,4202,no,
AT5G48640,AT5G48640,5418,no,
AT5G48650,AT5G48650,1987,no,
AT5G48655,AT5G48655,17990,no,
AT5G48657,AT5G48657,6047,no,
AT5G48660,AT5G48660,1221,no,
AT5G48670,AT5G48670,624,yes,M-type_MADS
AT5G48680,AT5G48680,6526,no,
AT5G48720,AT5G48720,4884,no,
AT5G48730,AT5G48730,436,no,
AT5G48740,AT5G48740,106,no,
AT5G48760,AT5G48760,8244,no,
AT5G48770,AT5G48770,184,no,
AT5G48780,AT5G48780,485,no,
AT5G48790,AT5G48790,1678,no,
AT5G48800,AT5G48800,146,no,
AT5G48810,AT5G48810,21488,no,
AT5G48820,AT5G48820,863,no,
AT5G48830,AT5G48830,2181,no,
AT5G48840,AT5G48840,1040,no,
AT5G48850,AT5G48850,1842,no,
AT5G48870,AT5G48870,9699,no,
AT5G48880,AT5G48880,1281,no,
AT5G48900,AT5G48900,8663,no,
AT5G48910,AT5G48910,835,no,
AT5G48920,AT5G48920,168,no,
AT5G48930,AT5G48930,11745,no,
AT5G48940,AT5G48940,2171,no,
AT5G48950,AT5G48950,663,no,
AT5G48960,AT5G48960,1962,no,
AT5G48970,AT5G48970,6059,no,
AT5G48980,AT5G48980,84,no,
AT5G48990,AT5G48990,968,no,
AT5G49000,AT5G49000,1917,no,
AT5G49010,AT5G49010,2687,no,
AT5G49015,AT5G49015,1902,no,
AT5G49020,AT5G49020,2901,no,
AT5G49030,AT5G49030,2269,no,
AT5G49060,AT5G49060,2455,no,
AT5G49100,AT5G49100,5358,no,
AT5G49110,AT5G49110,130,no,
AT5G49120,AT5G49120,852,no,
AT5G49130,AT5G49130,85,no,
AT5G49160,AT5G49160,1402,no,
AT5G49170,AT5G49170,776,no,
AT5G49190,AT5G49190,58,no,
AT5G49200,AT5G49200,516,yes,C3H
AT5G49210,AT5G49210,9873,no,
AT5G49215,AT5G49215,1383,no,
AT5G49220,AT5G49220,3898,no,
AT5G49230,AT5G49230,3932,no,
AT5G49270,AT5G49270,3127,no,
AT5G49280,AT5G49280,15932,no,
AT5G49300,AT5G49300,1580,yes,GATA
AT5G49340,AT5G49340,18,no,
AT5G49350,AT5G49350,31,no,
AT5G49360,AT5G49360,4990,no,
AT5G49390,AT5G49390,373,no,
AT5G49400,AT5G49400,9158,no,
AT5G49430,AT5G49430,778,no,
AT5G49440,AT5G49440,921,no,
AT5G49460,AT5G49460,17753,no,
AT5G49470,AT5G49470,2741,no,
AT5G49480,AT5G49480,19482,no,
AT5G49500,AT5G49500,1189,no,
AT5G49510,AT5G49510,12030,no,
AT5G49525,AT5G49525,481,no,
AT5G49530,AT5G49530,2797,no,
AT5G49540,AT5G49540,14774,no,
AT5G49550,AT5G49550,8227,no,
AT5G49555,AT5G49555,2432,no,
AT5G49560,AT5G49560,1950,no,
AT5G49570,AT5G49570,4095,no,
AT5G49580,AT5G49580,2295,no,
AT5G49610,AT5G49610,1525,no,
AT5G49620,AT5G49620,1009,yes,MYB
AT5G49650,AT5G49650,6317,no,
AT5G49660,AT5G49660,133,no,
AT5G49665,AT5G49665,8985,no,
AT5G49680,AT5G49680,3015,no,
AT5G49690,AT5G49690,2944,no,
AT5G49700,AT5G49700,4017,no,
AT5G49710,AT5G49710,7910,no,
AT5G49720,AT5G49720,18169,no,
AT5G49730,AT5G49730,52,no,
AT5G49760,AT5G49760,4420,no,
AT5G49770,AT5G49770,28,no,
AT5G49780,AT5G49780,24,no,
AT5G49800,AT5G49800,5376,no,
AT5G49810,AT5G49810,11055,no,
AT5G49820,AT5G49820,3676,no,
AT5G49830,AT5G49830,9244,no,
AT5G49840,AT5G49840,2277,no,
AT5G49850,AT5G49850,75,no,
AT5G49870,AT5G49870,1108,no,
AT5G49880,AT5G49880,2932,no,
AT5G49890,AT5G49890,6090,no,
AT5G49900,AT5G49900,3173,no,
AT5G49910,AT5G49910,7183,no,
AT5G49920,AT5G49920,40,no,
AT5G49930,AT5G49930,4856,no,
AT5G49940,AT5G49940,13979,no,
AT5G49945,AT5G49945,4000,no,
AT5G49950,AT5G49950,3355,no,
AT5G49960,AT5G49960,1267,no,
AT5G49970,AT5G49970,4937,no,
AT5G49980,AT5G49980,6381,no,
AT5G49990,AT5G49990,938,no,
AT5G50000,AT5G50000,11058,no,
AT5G50020,AT5G50020,5333,no,
AT5G50030,AT5G50030,124,no,
AT5G50090,AT5G50090,214,no,
AT5G50100,AT5G50100,1675,no,
AT5G50110,AT5G50110,960,no,
AT5G50120,AT5G50120,483,no,
AT5G50150,AT5G50150,2869,no,
AT5G50170,AT5G50170,926,no,
AT5G50175,AT5G50175,4884,no,
AT5G50180,AT5G50180,6626,no,
AT5G50200,AT5G50200,4713,no,
AT5G50210,AT5G50210,4715,no,
AT5G50230,AT5G50230,6946,no,
AT5G50240,AT5G50240,153,no,
AT5G50250,AT5G50250,2634,no,
AT5G50280,AT5G50280,346,no,
AT5G50290,AT5G50290,152,no,
AT5G50300,AT5G50300,1268,no,
AT5G50310,AT5G50310,2605,no,
AT5G50320,AT5G50320,5162,no,
AT5G50330,AT5G50330,2252,no,
AT5G50335,AT5G50335,352,no,
AT5G50340,AT5G50340,1156,no,
AT5G50350,AT5G50350,2445,no,
AT5G50360,AT5G50360,133,no,
AT5G50370,AT5G50370,7140,no,
AT5G50375,AT5G50375,5798,no,
AT5G50380,AT5G50380,4975,no,
AT5G50390,AT5G50390,1158,no,
AT5G50400,AT5G50400,874,no,
AT5G50410,AT5G50410,2559,no,
AT5G50420,AT5G50420,3208,no,
AT5G50430,AT5G50430,11704,no,
AT5G50440,AT5G50440,2362,no,
AT5G50460,AT5G50460,19608,no,
AT5G50530,AT5G50530,3940,no,
AT5G50640,AT5G50640,20,no,
AT5G50720,AT5G50720,3625,no,
AT5G50740,AT5G50740,2354,no,
AT5G50760,AT5G50760,1443,no,
AT5G50780,AT5G50780,1203,no,
AT5G50800,AT5G50800,148,no,
AT5G50810,AT5G50810,9378,no,
AT5G50820,AT5G50820,182,yes,NAC
AT5G50840,AT5G50840,3870,no,
AT5G50850,AT5G50850,22335,no,
AT5G50860,AT5G50860,1739,no,
AT5G50870,AT5G50870,12812,no,
AT5G50890,AT5G50890,1075,no,
AT5G50900,AT5G50900,7858,no,
AT5G50920,AT5G50920,12406,no,
AT5G50930,AT5G50930,1100,no,
AT5G50940,AT5G50940,48,no,
AT5G50950,AT5G50950,700,no,
AT5G50960,AT5G50960,13915,no,
AT5G50970,AT5G50970,1225,no,
AT5G50990,AT5G50990,384,no,
AT5G51010,AT5G51010,1128,no,
AT5G51020,AT5G51020,5179,no,
AT5G51040,AT5G51040,20571,no,
AT5G51050,AT5G51050,4125,no,
AT5G51060,AT5G51060,6898,no,
AT5G51070,AT5G51070,7453,no,
AT5G51080,AT5G51080,1433,no,
AT5G51100,AT5G51100,708,no,
AT5G51110,AT5G51110,524,no,
AT5G51120,AT5G51120,10919,no,
AT5G51130,AT5G51130,4342,no,
AT5G51140,AT5G51140,3100,no,
AT5G51150,AT5G51150,4766,no,
AT5G51160,AT5G51160,2281,no,
AT5G51170,AT5G51170,1430,no,
AT5G51180,AT5G51180,5776,no,
AT5G51190,AT5G51190,1219,yes,ERF
AT5G51200,AT5G51200,1691,no,
AT5G51210,AT5G51210,210,no,
AT5G51220,AT5G51220,5041,no,
AT5G51230,AT5G51230,2417,no,
AT5G51270,AT5G51270,1120,no,
AT5G51280,AT5G51280,5483,no,
AT5G51290,AT5G51290,2763,no,
AT5G51300,AT5G51300,4995,no,
AT5G51310,AT5G51310,693,no,
AT5G51330,AT5G51330,53,no,
AT5G51340,AT5G51340,2389,no,
AT5G51350,AT5G51350,617,no,
AT5G51370,AT5G51370,1511,no,
AT5G51380,AT5G51380,2655,no,
AT5G51390,AT5G51390,3033,no,
AT5G51400,AT5G51400,16563,no,
AT5G51410,AT5G51410,7677,no,
AT5G51420,AT5G51420,217,no,
AT5G51430,AT5G51430,8638,no,
AT5G51440,AT5G51440,8300,no,
AT5G51450,AT5G51450,2746,no,
AT5G51451,AT5G51451,486,no,
AT5G51490,AT5G51490,1151,no,
AT5G51500,AT5G51500,1748,no,
AT5G51510,AT5G51510,10498,no,
AT5G51520,AT5G51520,3310,no,
AT5G51540,AT5G51540,439,no,
AT5G51545,AT5G51545,827,no,
AT5G51550,AT5G51550,1998,no,
AT5G51560,AT5G51560,2787,no,
AT5G51570,AT5G51570,13333,no,
AT5G51580,AT5G51580,25,no,
AT5G51590,AT5G51590,1766,no,
AT5G51600,AT5G51600,382,no,
AT5G51620,AT5G51620,10102,no,
AT5G51630,AT5G51630,4254,no,
AT5G51640,AT5G51640,4179,no,
AT5G51660,AT5G51660,1428,no,
AT5G51670,AT5G51670,2492,no,
AT5G51680,AT5G51680,499,no,
AT5G51690,AT5G51690,2274,no,
AT5G51700,AT5G51700,7623,no,
AT5G51710,AT5G51710,3955,no,
AT5G51720,AT5G51720,49,no,
AT5G51730,AT5G51730,1315,no,
AT5G51740,AT5G51740,5118,no,
AT5G51760,AT5G51760,142,no,
AT5G51770,AT5G51770,2829,no,
AT5G51780,AT5G51780,9303,yes,bHLH
AT5G51790,AT5G51790,1015,yes,bHLH
AT5G51795,AT5G51795,254,no,
AT5G51810,AT5G51810,169,no,
AT5G51820,AT5G51820,1666,no,
AT5G51830,AT5G51830,17275,no,
AT5G51840,AT5G51840,7645,no,
AT5G51845,AT5G51845,77,no,
AT5G51850,AT5G51850,373,no,
AT5G51870,AT5G51870,101,yes,MIKC_MADS
AT5G51880,AT5G51880,11840,no,
AT5G51890,AT5G51890,693,no,
AT5G51910,AT5G51910,2120,yes,TCP
AT5G51920,AT5G51920,207,no,
AT5G51930,AT5G51930,501,no,
AT5G51940,AT5G51940,7937,no,
AT5G51960,AT5G51960,6426,no,
AT5G51970,AT5G51970,6674,no,
AT5G51980,AT5G51980,9409,yes,C3H
AT5G51990,AT5G51990,2255,yes,ERF
AT5G52010,AT5G52010,1459,yes,C2H2
AT5G52030,AT5G52030,1844,no,
AT5G52040,AT5G52040,13247,no,
AT5G52050,AT5G52050,6138,no,
AT5G52060,AT5G52060,15783,no,
AT5G52070,AT5G52070,5829,no,
AT5G52100,AT5G52100,15,no,
AT5G52110,AT5G52110,1944,no,
AT5G52120,AT5G52120,1760,no,
AT5G52170,AT5G52170,477,yes,HD-ZIP
AT5G52180,AT5G52180,3883,no,
AT5G52190,AT5G52190,136,no,
AT5G52200,AT5G52200,15450,no,
AT5G52210,AT5G52210,11105,no,
AT5G52220,AT5G52220,1166,no,
AT5G52230,AT5G52230,594,no,
AT5G52240,AT5G52240,18403,no,
AT5G52250,AT5G52250,3190,no,
AT5G52260,AT5G52260,197,yes,MYB
AT5G52280,AT5G52280,5694,no,
AT5G52290,AT5G52290,15,no,
AT5G52300,AT5G52300,650,no,
AT5G52310,AT5G52310,10929,no,
AT5G52320,AT5G52320,25,no,
AT5G52370,AT5G52370,7331,no,
AT5G52380,AT5G52380,2052,no,
AT5G52400,AT5G52400,2711,no,
AT5G52410,AT5G52410,1755,no,
AT5G52420,AT5G52420,3861,no,
AT5G52430,AT5G52430,6382,no,
AT5G52440,AT5G52440,3361,no,
AT5G52450,AT5G52450,1028,no,
AT5G52470,AT5G52470,7716,no,
AT5G52510,AT5G52510,11076,yes,GRAS
AT5G52520,AT5G52520,1799,no,
AT5G52530,AT5G52530,9031,no,
AT5G52540,AT5G52540,85,no,
AT5G52545,AT5G52545,1127,no,
AT5G52547,AT5G52547,350,no,
AT5G52560,AT5G52560,11728,no,
AT5G52570,AT5G52570,3250,no,
AT5G52580,AT5G52580,9950,no,
AT5G52630,AT5G52630,232,no,
AT5G52640,AT5G52640,7028,no,
AT5G52650,AT5G52650,16027,no,
AT5G52670,AT5G52670,375,no,
AT5G52750,AT5G52750,1857,no,
AT5G52760,AT5G52760,824,no,
AT5G52780,AT5G52780,12,no,
AT5G52790,AT5G52790,461,no,
AT5G52800,AT5G52800,264,no,
AT5G52810,AT5G52810,1664,no,
AT5G52820,AT5G52820,3905,no,
AT5G52830,AT5G52830,2482,yes,WRKY
AT5G52840,AT5G52840,19622,no,
AT5G52870,AT5G52870,2878,no,
AT5G52880,AT5G52880,3063,no,
AT5G52882,AT5G52882,7476,no,
AT5G52890,AT5G52890,247,no,
AT5G52900,AT5G52900,650,no,
AT5G52910,AT5G52910,622,no,
AT5G52920,AT5G52920,9308,no,
AT5G52950,AT5G52950,492,no,
AT5G52960,AT5G52960,3321,no,
AT5G52970,AT5G52970,298,no,
AT5G52980,AT5G52980,9478,no,
AT5G52990,AT5G52990,5805,no,
AT5G53000,AT5G53000,9032,no,
AT5G53010,AT5G53010,1009,no,
AT5G53020,AT5G53020,2132,no,
AT5G53045,AT5G53045,6746,no,
AT5G53050,AT5G53050,9176,no,
AT5G53060,AT5G53060,1831,no,
AT5G53070,AT5G53070,3513,no,
AT5G53080,AT5G53080,492,no,
AT5G53090,AT5G53090,4038,no,
AT5G53110,AT5G53110,1262,no,
AT5G53120,AT5G53120,11116,no,
AT5G53130,AT5G53130,2040,no,
AT5G53140,AT5G53140,12765,no,
AT5G53150,AT5G53150,2223,no,
AT5G53160,AT5G53160,11280,no,
AT5G53170,AT5G53170,3410,no,
AT5G53180,AT5G53180,7570,no,
AT5G53200,AT5G53200,1164,yes,MYB_related
AT5G53220,AT5G53220,2050,no,
AT5G53250,AT5G53250,17535,no,
AT5G53260,AT5G53260,42,no,
AT5G53280,AT5G53280,5217,no,
AT5G53290,AT5G53290,5458,yes,ERF
AT5G53300,AT5G53300,24870,no,
AT5G53310,AT5G53310,15082,no,
AT5G53320,AT5G53320,727,no,
AT5G53330,AT5G53330,12001,no,
AT5G53340,AT5G53340,7306,no,
AT5G53350,AT5G53350,7407,no,
AT5G53360,AT5G53360,3575,no,
AT5G53370,AT5G53370,2566,no,
AT5G53400,AT5G53400,10263,no,
AT5G53420,AT5G53420,3605,no,
AT5G53430,AT5G53430,2008,no,
AT5G53440,AT5G53440,8154,no,
AT5G53450,AT5G53450,6032,no,
AT5G53460,AT5G53460,20158,no,
AT5G53470,AT5G53470,4030,no,
AT5G53480,AT5G53480,10264,no,
AT5G53490,AT5G53490,489,no,
AT5G53500,AT5G53500,4628,no,
AT5G53530,AT5G53530,9316,no,
AT5G53540,AT5G53540,8322,no,
AT5G53550,AT5G53550,4712,no,
AT5G53560,AT5G53560,24047,no,
AT5G53570,AT5G53570,7947,no,
AT5G53580,AT5G53580,809,no,
AT5G53620,AT5G53620,3975,no,
AT5G53650,AT5G53650,16451,no,
AT5G53680,AT5G53680,658,no,
AT5G53700,AT5G53700,371,no,
AT5G53710,AT5G53710,604,no,
AT5G53730,AT5G53730,331,no,
AT5G53760,AT5G53760,6635,no,
AT5G53770,AT5G53770,2089,no,
AT5G53800,AT5G53800,4845,no,
AT5G53820,AT5G53820,209,no,
AT5G53830,AT5G53830,831,no,
AT5G53850,AT5G53850,6422,no,
AT5G53860,AT5G53860,3791,no,
AT5G53890,AT5G53890,688,no,
AT5G53895,AT5G53895,200,no,
AT5G53900,AT5G53900,3142,no,
AT5G53920,AT5G53920,348,no,
AT5G53930,AT5G53930,3824,no,
AT5G53940,AT5G53940,4885,no,
AT5G53970,AT5G53970,4640,no,
AT5G53980,AT5G53980,409,yes,HD-ZIP
AT5G53990,AT5G53990,1318,no,
AT5G54020,AT5G54020,1635,no,
AT5G54030,AT5G54030,544,no,
AT5G54040,AT5G54040,577,no,
AT5G54050,AT5G54050,547,no,
AT5G54060,AT5G54060,103,no,
AT5G54062,AT5G54062,81,no,
AT5G54080,AT5G54080,6934,no,
AT5G54090,AT5G54090,201,no,
AT5G54095,AT5G54095,141,no,
AT5G54100,AT5G54100,7889,no,
AT5G54110,AT5G54110,9935,no,
AT5G54130,AT5G54130,1202,no,
AT5G54140,AT5G54140,2664,no,
AT5G54145,AT5G54145,8512,no,
AT5G54160,AT5G54160,14272,no,
AT5G54165,AT5G54165,14423,no,
AT5G54170,AT5G54170,12991,no,
AT5G54180,AT5G54180,884,no,
AT5G54190,AT5G54190,582,no,
AT5G54200,AT5G54200,3610,no,
AT5G54230,AT5G54230,412,yes,MYB
AT5G54240,AT5G54240,3247,no,
AT5G54250,AT5G54250,41,no,
AT5G54260,AT5G54260,826,no,
AT5G54270,AT5G54270,310,no,
AT5G54280,AT5G54280,2532,no,
AT5G54290,AT5G54290,1461,no,
AT5G54300,AT5G54300,5955,no,
AT5G54310,AT5G54310,13653,no,
AT5G54370,AT5G54370,8093,no,
AT5G54380,AT5G54380,6362,no,
AT5G54390,AT5G54390,12393,no,
AT5G54400,AT5G54400,626,no,
AT5G54410,AT5G54410,14,no,
AT5G54430,AT5G54430,15149,no,
AT5G54440,AT5G54440,5932,no,
AT5G54500,AT5G54500,21213,no,
AT5G54510,AT5G54510,4407,no,
AT5G54520,AT5G54520,1567,no,
AT5G54530,AT5G54530,315,no,
AT5G54540,AT5G54540,11820,no,
AT5G54550,AT5G54550,19,no,
AT5G54570,AT5G54570,80,no,
AT5G54580,AT5G54580,4581,no,
AT5G54585,AT5G54585,2193,no,
AT5G54590,AT5G54590,4239,no,
AT5G54600,AT5G54600,5311,no,
AT5G54640,AT5G54640,13920,no,
AT5G54650,AT5G54650,5767,no,
AT5G54660,AT5G54660,885,no,
AT5G54670,AT5G54670,4994,no,
AT5G54680,AT5G54680,16245,yes,bHLH
AT5G54690,AT5G54690,336,no,
AT5G54710,AT5G54710,91,no,
AT5G54720,AT5G54720,69,no,
AT5G54730,AT5G54730,5810,no,
AT5G54750,AT5G54750,14937,no,
AT5G54760,AT5G54760,20852,no,
AT5G54780,AT5G54780,3641,no,
AT5G54790,AT5G54790,383,no,
AT5G54800,AT5G54800,9826,no,
AT5G54810,AT5G54810,16964,no,
AT5G54830,AT5G54830,3484,no,
AT5G54840,AT5G54840,7667,no,
AT5G54850,AT5G54850,4782,no,
AT5G54855,AT5G54855,6035,no,
AT5G54860,AT5G54860,11359,no,
AT5G54870,AT5G54870,8171,no,
AT5G54880,AT5G54880,638,no,
AT5G54890,AT5G54890,1105,no,
AT5G54900,AT5G54900,13120,no,
AT5G54910,AT5G54910,1228,no,
AT5G54920,AT5G54920,3822,no,
AT5G54930,AT5G54930,2277,no,
AT5G54940,AT5G54940,25378,no,
AT5G54950,AT5G54950,28,no,
AT5G54960,AT5G54960,3158,no,
AT5G54970,AT5G54970,5284,no,
AT5G54980,AT5G54980,3267,no,
AT5G55000,AT5G55000,4371,no,
AT5G55040,AT5G55040,5250,no,
AT5G55050,AT5G55050,3965,no,
AT5G55060,AT5G55060,5989,no,
AT5G55070,AT5G55070,16100,no,
AT5G55100,AT5G55100,4454,no,
AT5G55110,AT5G55110,4955,no,
AT5G55120,AT5G55120,6303,no,
AT5G55125,AT5G55125,10273,no,
AT5G55130,AT5G55130,4456,no,
AT5G55135,AT5G55135,11,no,
AT5G55140,AT5G55140,6583,no,
AT5G55150,AT5G55150,179,no,
AT5G55160,AT5G55160,15430,no,
AT5G55170,AT5G55170,2505,no,
AT5G55180,AT5G55180,12763,no,
AT5G55190,AT5G55190,16505,no,
AT5G55200,AT5G55200,8331,no,
AT5G55210,AT5G55210,1706,no,
AT5G55220,AT5G55220,411,no,
AT5G55230,AT5G55230,4066,no,
AT5G55250,AT5G55250,392,no,
AT5G55260,AT5G55260,4293,no,
AT5G55270,AT5G55270,27,no,
AT5G55280,AT5G55280,2178,no,
AT5G55290,AT5G55290,18015,no,
AT5G55300,AT5G55300,5985,no,
AT5G55310,AT5G55310,5741,no,
AT5G55350,AT5G55350,202,no,
AT5G55380,AT5G55380,1195,no,
AT5G55390,AT5G55390,1302,no,
AT5G55400,AT5G55400,4290,no,
AT5G55470,AT5G55470,150,no,
AT5G55480,AT5G55480,8454,no,
AT5G55490,AT5G55490,157,no,
AT5G55500,AT5G55500,5093,no,
AT5G55507,AT5G55507,188,no,
AT5G55510,AT5G55510,4631,no,
AT5G55520,AT5G55520,309,no,
AT5G55530,AT5G55530,5258,no,
AT5G55540,AT5G55540,476,no,
AT5G55550,AT5G55550,6632,no,
AT5G55560,AT5G55560,495,no,
AT5G55580,AT5G55580,218,no,
AT5G55600,AT5G55600,2490,no,
AT5G55610,AT5G55610,11879,no,
AT5G55620,AT5G55620,274,no,
AT5G55630,AT5G55630,5541,no,
AT5G55640,AT5G55640,4924,no,
AT5G55650,AT5G55650,367,no,
AT5G55660,AT5G55660,8058,no,
AT5G55670,AT5G55670,3464,no,
AT5G55700,AT5G55700,7239,no,
AT5G55710,AT5G55710,1593,no,
AT5G55720,AT5G55720,65,no,
AT5G55730,AT5G55730,6248,no,
AT5G55740,AT5G55740,56,no,
AT5G55760,AT5G55760,1028,no,
AT5G55770,AT5G55770,110,no,
AT5G55780,AT5G55780,367,no,
AT5G55790,AT5G55790,2611,no,
AT5G55810,AT5G55810,2562,no,
AT5G55820,AT5G55820,940,no,
AT5G55830,AT5G55830,184,no,
AT5G55840,AT5G55840,391,no,
AT5G55850,AT5G55850,21150,no,
AT5G55860,AT5G55860,7048,no,
AT5G55893,AT5G55893,43,no,
AT5G55900,AT5G55900,1296,no,
AT5G55910,AT5G55910,9882,no,
AT5G55920,AT5G55920,2520,no,
AT5G55930,AT5G55930,100,no,
AT5G55940,AT5G55940,14233,no,
AT5G55950,AT5G55950,674,no,
AT5G55960,AT5G55960,8671,no,
AT5G55970,AT5G55970,3154,no,
AT5G55990,AT5G55990,7550,no,
AT5G56000,AT5G56000,4608,no,
AT5G56010,AT5G56010,14392,no,
AT5G56020,AT5G56020,7079,no,
AT5G56030,AT5G56030,16376,no,
AT5G56040,AT5G56040,3604,no,
AT5G56050,AT5G56050,417,no,
AT5G56080,AT5G56080,178,no,
AT5G56090,AT5G56090,3021,no,
AT5G56100,AT5G56100,85,no,
AT5G56120,AT5G56120,379,no,
AT5G56130,AT5G56130,3885,no,
AT5G56140,AT5G56140,11755,no,
AT5G56150,AT5G56150,15396,no,
AT5G56160,AT5G56160,883,no,
AT5G56170,AT5G56170,19060,no,
AT5G56180,AT5G56180,2304,no,
AT5G56190,AT5G56190,7212,no,
AT5G56200,AT5G56200,337,yes,C2H2
AT5G56210,AT5G56210,5352,no,
AT5G56220,AT5G56220,2910,no,
AT5G56230,AT5G56230,918,no,
AT5G56240,AT5G56240,4763,no,
AT5G56250,AT5G56250,1580,no,
AT5G56260,AT5G56260,6006,no,
AT5G56270,AT5G56270,1981,yes,WRKY
AT5G56280,AT5G56280,4699,no,
AT5G56290,AT5G56290,5964,no,
AT5G56310,AT5G56310,246,no,
AT5G56320,AT5G56320,4460,no,
AT5G56325,AT5G56325,22,no,
AT5G56340,AT5G56340,11951,no,
AT5G56350,AT5G56350,15501,no,
AT5G56360,AT5G56360,11741,no,
AT5G56370,AT5G56370,779,no,
AT5G56380,AT5G56380,591,no,
AT5G56420,AT5G56420,1376,no,
AT5G56450,AT5G56450,2172,no,
AT5G56460,AT5G56460,2449,no,
AT5G56500,AT5G56500,6479,no,
AT5G56520,AT5G56520,958,no,
AT5G56530,AT5G56530,2078,no,
AT5G56540,AT5G56540,17245,no,
AT5G56550,AT5G56550,10125,no,
AT5G56580,AT5G56580,2188,no,
AT5G56590,AT5G56590,699,no,
AT5G56600,AT5G56600,926,no,
AT5G56610,AT5G56610,5902,no,
AT5G56620,AT5G56620,24,yes,NAC
AT5G56630,AT5G56630,12067,no,
AT5G56650,AT5G56650,5025,no,
AT5G56660,AT5G56660,5677,no,
AT5G56670,AT5G56670,15575,no,
AT5G56680,AT5G56680,9112,no,
AT5G56710,AT5G56710,17584,no,
AT5G56730,AT5G56730,903,no,
AT5G56740,AT5G56740,3264,no,
AT5G56750,AT5G56750,14701,no,
AT5G56760,AT5G56760,15594,no,
AT5G56780,AT5G56780,447,yes,HRT-like
AT5G56790,AT5G56790,1611,no,
AT5G56795,AT5G56795,1129,no,
AT5G56860,AT5G56860,38,yes,GATA
AT5G56870,AT5G56870,2042,no,
AT5G56880,AT5G56880,975,no,
AT5G56890,AT5G56890,2316,no,
AT5G56900,AT5G56900,3235,no,
AT5G56910,AT5G56910,2194,no,
AT5G56930,AT5G56930,2071,no,
AT5G56940,AT5G56940,8770,no,
AT5G56950,AT5G56950,12848,no,
AT5G56970,AT5G56970,251,no,
AT5G56980,AT5G56980,16527,no,
AT5G57000,AT5G57000,7207,no,
AT5G57010,AT5G57010,2796,no,
AT5G57015,AT5G57015,8499,no,
AT5G57020,AT5G57020,9980,no,
AT5G57030,AT5G57030,680,no,
AT5G57035,AT5G57035,3898,no,
AT5G57040,AT5G57040,6687,no,
AT5G57050,AT5G57050,6411,no,
AT5G57060,AT5G57060,4722,no,
AT5G57070,AT5G57070,3936,no,
AT5G57080,AT5G57080,1491,no,
AT5G57090,AT5G57090,8557,no,
AT5G57100,AT5G57100,4689,no,
AT5G57110,AT5G57110,12302,no,
AT5G57120,AT5G57120,8325,no,
AT5G57123,AT5G57123,10633,no,
AT5G57130,AT5G57130,496,no,
AT5G57140,AT5G57140,224,no,
AT5G57150,AT5G57150,9140,yes,bHLH
AT5G57160,AT5G57160,1230,no,
AT5G57170,AT5G57170,1083,no,
AT5G57180,AT5G57180,131,no,
AT5G57190,AT5G57190,708,no,
AT5G57200,AT5G57200,355,no,
AT5G57210,AT5G57210,1268,no,
AT5G57220,AT5G57220,443,no,
AT5G57230,AT5G57230,4210,no,
AT5G57240,AT5G57240,28,no,
AT5G57250,AT5G57250,1279,no,
AT5G57260,AT5G57260,183,no,
AT5G57270,AT5G57270,4040,no,
AT5G57280,AT5G57280,2868,no,
AT5G57290,AT5G57290,18651,no,
AT5G57300,AT5G57300,8978,no,
AT5G57320,AT5G57320,61,no,
AT5G57330,AT5G57330,12057,no,
AT5G57340,AT5G57340,9171,no,
AT5G57345,AT5G57345,1006,no,
AT5G57350,AT5G57350,830,no,
AT5G57360,AT5G57360,4485,no,
AT5G57370,AT5G57370,7067,no,
AT5G57380,AT5G57380,27,no,
AT5G57390,AT5G57390,684,yes,AP2
AT5G57400,AT5G57400,3921,no,
AT5G57410,AT5G57410,5337,no,
AT5G57420,AT5G57420,584,no,
AT5G57440,AT5G57440,7992,no,
AT5G57450,AT5G57450,278,no,
AT5G57460,AT5G57460,7776,no,
AT5G57480,AT5G57480,4132,no,
AT5G57490,AT5G57490,11905,no,
AT5G57500,AT5G57500,2696,no,
